processing,quantity,backend,reference,distance_km,component,unit,time_start_s,time_end_s,dt_s,samples_per_component,relative_l2_percent,paper_energy_misfit,correlation_pearson_no_shift,peak_abs,reference_peak_abs,peak_ratio,max_abs_difference,rms_difference
lowpass_0p4Hz,disp,qseis2025,spgrn2020,300.0,all_components,m,0.0,400.0,0.25,1601,3.535884946392988,0.0012502482354128542,0.9993983991890141,7.985854227207014e-05,8.001770173979601e-05,0.9980109467747095,3.061148749961938e-06,1.536521730353556e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,600.0,East,m,0.0,400.0,0.25,1601,7.128976292223764,0.005082230297508848,0.9975488214588982,5.027928430598518e-06,4.986209872917369e-06,1.0083667873483915,4.36641959467187e-07,5.860486719935101e-08
lowpass_0p4Hz,disp,qseis2025,spgrn2020,600.0,North,m,0.0,400.0,0.25,1601,6.447136010178485,0.004156556273374016,0.9980174577014496,1.2999213906428862e-05,1.3061933030954519e-05,0.995198327508109,1.0076782194619137e-06,1.1695956889176963e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,600.0,Up,m,0.0,400.0,0.25,1601,6.894593727543784,0.004753542266788609,0.9976530503925405,4.3460431579850796e-05,4.296787072845295e-05,1.011463468937307,3.4341577390359305e-06,3.114465783298085e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,600.0,all_components,m,0.0,400.0,0.25,1601,6.842545987331962,0.004682043558875274,0.9976961463138851,4.3460431579850796e-05,4.296787072845295e-05,1.011463468937307,3.4341577390359305e-06,1.9503251213421462e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,900.0,East,m,0.0,400.0,0.25,1601,10.714256747366708,0.011479529764849304,0.9944843363697511,4.530988454704218e-06,4.483947919810008e-06,1.0104908745006573,5.703171168225674e-07,6.763029073521864e-08
lowpass_0p4Hz,disp,qseis2025,spgrn2020,900.0,North,m,0.0,400.0,0.25,1601,9.765176421574068,0.009535867054446614,0.9953902841436573,9.357794309332078e-06,9.250087552363776e-06,1.0116438635157328,1.1396639403989675e-06,1.3584248514959612e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,900.0,Up,m,0.0,400.0,0.25,1601,10.78745463044006,0.011636917740380266,0.9942681262204194,2.782685163058373e-05,2.739820520051419e-05,1.015645055102423,3.906464165525806e-06,3.611124788566933e-07
lowpass_0p4Hz,disp,qseis2025,spgrn2020,900.0,all_components,m,0.0,400.0,0.25,1601,10.645183345331818,0.011331992845572993,0.9944325638193898,2.782685163058373e-05,2.739820520051419e-05,1.015645055102423,3.906464165525806e-06,2.261483726690468e-07
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,300.0,East,m,0.0,400.0,0.25,1601,0.007576659904733514,5.740577531199646e-09,0.9999999976079336,1.9577177267568448e-05,1.957598105537681e-05,1.000061106117147,1.487858360926358e-09,1.1861221969450062e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,300.0,North,m,0.0,400.0,0.25,1601,0.004712926358084735,2.2211674856729838e-09,0.9999999988906786,3.0755087890519074e-05,3.0755381329297416e-05,0.9999904589452102,9.221229682813254e-10,1.3177393986726367e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,300.0,Up,m,0.0,400.0,0.25,1601,0.005384278863249008,2.899045887723003e-09,0.9999999985502026,8.001667051478782e-05,8.001770173979601e-05,0.9999871125390286,3.390414234110588e-09,3.6669221937237983e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,300.0,all_components,m,0.0,400.0,0.25,1601,0.0054114953531439105,2.928428195709813e-09,0.9999999985376107,8.001667051478782e-05,8.001770173979601e-05,0.9999871125390286,3.390414234110588e-09,2.3515697851806657e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,600.0,East,m,0.0,400.0,0.25,1601,0.014029025439930863,1.968135547942274e-08,0.9999999901580805,4.985754388686685e-06,4.986209872917369e-06,0.999908651211583,8.421979368626195e-10,1.1532780291895227e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,600.0,North,m,0.0,400.0,0.25,1601,0.00891185565759677,7.942117126183957e-09,0.9999999960240462,1.3062136522115471e-05,1.3061933030954519e-05,1.0000155789468885,1.2900988174507634e-09,1.616728411022525e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,600.0,Up,m,0.0,400.0,0.25,1601,0.010288957354424361,1.0586264344116314e-08,0.9999999947518312,4.2969532966817484e-05,4.296787072845295e-05,1.0000386856117456,3.944807663638973e-09,4.647787366810347e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,600.0,all_components,m,0.0,400.0,0.25,1601,0.010237872998975167,1.0481404354314478e-08,0.9999999947904014,4.2969532966817484e-05,4.296787072845295e-05,1.0000386856117456,3.944807663638973e-09,2.9180923206037966e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,900.0,East,m,0.0,400.0,0.25,1601,0.02281204749651707,5.203895109833506e-08,0.9999999739846117,4.484150540297817e-06,4.483947919810008e-06,1.0000451879663708,1.1462685574239075e-09,1.4399369371414803e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,900.0,North,m,0.0,400.0,0.25,1601,0.01354660653058172,1.835105484943993e-08,0.9999999908195379,9.25025849266832e-06,9.250087552363776e-06,1.0000184798580096,1.2578301404037735e-09,1.8844561705945532e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,900.0,Up,m,0.0,400.0,0.25,1601,0.014067740760324401,1.9790133009969253e-08,0.999999990106684,2.7397982539458125e-05,2.739820520051419e-05,0.9999918731517471,3.259481303119542e-09,4.709207975289398e-10
lowpass_0p4Hz,disp,spgrn2012,spgrn2020,900.0,all_components,m,0.0,400.0,0.25,1601,0.014329501484794935,2.0533461280274028e-08,0.9999999897340346,2.7397982539458125e-05,2.739820520051419e-05,0.9999918731517471,3.259481303119542e-09,3.044187532351095e-10
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,300.0,East,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,1.957598105537681e-05,1.957598105537681e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,300.0,North,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,3.0755381329297416e-05,3.0755381329297416e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,300.0,Up,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,8.001770173979601e-05,8.001770173979601e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,300.0,all_components,m,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,8.001770173979601e-05,8.001770173979601e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,600.0,East,m,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999998,4.986209872917369e-06,4.986209872917369e-06,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,600.0,North,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,1.3061933030954519e-05,1.3061933030954519e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,600.0,Up,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,4.296787072845295e-05,4.296787072845295e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,600.0,all_components,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,4.296787072845295e-05,4.296787072845295e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,900.0,East,m,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,4.483947919810008e-06,4.483947919810008e-06,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,900.0,North,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,9.250087552363776e-06,9.250087552363776e-06,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,900.0,Up,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,2.739820520051419e-05,2.739820520051419e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,spgrn2020,spgrn2020,900.0,all_components,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,2.739820520051419e-05,2.739820520051419e-05,1.0,0.0,0.0
lowpass_0p4Hz,disp,qssp2020,spgrn2020,300.0,East,m,0.0,400.0,0.25,1601,0.3957573144485764,1.5662385193954943e-05,0.9999935133657717,1.9568302527803027e-05,1.957598105537681e-05,0.9996077577132885,4.1336441266958294e-08,6.195560328338525e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,300.0,North,m,0.0,400.0,0.25,1601,0.43267540974878005,1.872080102012747e-05,0.9999913668745694,3.0752127512513785e-05,3.0755381329297416e-05,0.9998942033347338,8.194704051460425e-08,1.2097652094324175e-08
lowpass_0p4Hz,disp,qssp2020,spgrn2020,300.0,Up,m,0.0,400.0,0.25,1601,0.22942200963605627,5.2634458505446705e-06,0.9999974393547808,8.004490804118803e-05,8.001770173979601e-05,1.000340003534224,1.4605217621657904e-07,1.5624611581791757e-08
lowpass_0p4Hz,disp,qssp2020,spgrn2020,300.0,all_components,m,0.0,400.0,0.25,1601,0.2751439224617133,7.570417806761731e-06,0.9999964382510558,8.004490804118803e-05,8.001770173979601e-05,1.000340003534224,1.4605217621657904e-07,1.1956401926154449e-08
lowpass_0p4Hz,disp,qssp2020,spgrn2020,600.0,East,m,0.0,400.0,0.25,1601,0.5382344440260091,2.8969631673598705e-05,0.9999899775445097,4.984101016540677e-06,4.986209872917369e-06,0.9995770622516019,1.4200476616404313e-08,4.424640624582781e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,600.0,North,m,0.0,400.0,0.25,1601,0.36023660764353826,1.2977041348652451e-05,0.9999951855537043,1.306222248853095e-05,1.3061933030954519e-05,1.0000221603935455,2.5821045192282178e-08,6.535168214615557e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,600.0,Up,m,0.0,400.0,0.25,1601,0.22195025965571538,4.926191776123948e-06,0.9999978247763133,4.2967480261085875e-05,4.296787072845295e-05,0.9999909125735007,7.966293762715884e-08,1.0026065590062155e-08
lowpass_0p4Hz,disp,qssp2020,spgrn2020,600.0,all_components,m,0.0,400.0,0.25,1601,0.25845668277787387,6.679985687254253e-06,0.999997240203055,4.2967480261085875e-05,4.296787072845295e-05,0.9999909125735007,7.966293762715884e-08,7.366769067152351e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,900.0,East,m,0.0,400.0,0.25,1601,0.669590474038904,4.483514029236443e-05,0.9999855399289924,4.49087580805511e-06,4.483947919810008e-06,1.0015450420854566,1.2502179856853253e-08,4.2265739472701884e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,900.0,North,m,0.0,400.0,0.25,1601,0.44284774133609567,1.9611412200648152e-05,0.9999932165668611,9.258609307527921e-06,9.250087552363776e-06,1.0009212621086996,1.8411323585539827e-08,6.160414838289613e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,900.0,Up,m,0.0,400.0,0.25,1601,0.21227216309925248,4.505947122683565e-06,0.9999981198598082,2.7387893455210464e-05,2.739820520051419e-05,0.9996236342771996,4.933371345870508e-08,7.105858576938123e-09
lowpass_0p4Hz,disp,qssp2020,spgrn2020,900.0,all_components,m,0.0,400.0,0.25,1601,0.28020878592759635,7.851696371101753e-06,0.9999970268652577,2.7387893455210464e-05,2.739820520051419e-05,0.9996236342771996,4.933371345870508e-08,5.952810664635852e-09
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,ee,Pa,0.0,400.0,0.25,1601,4.050909943082223,0.0016409871366962414,0.9991810730000814,345.9235523685972,347.06226047848173,0.9967190091244302,13.99750805566483,1.0519490559981146
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,en,Pa,0.0,400.0,0.25,1601,3.2811180360294796,0.0010765735566357951,0.9994658786027866,215.48055042090647,214.79655579588982,1.0031843835786018,8.08666076934307,0.6387215413928341
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,eu,Pa,0.0,400.0,0.25,1601,5.182770109900926,0.0026861106012082457,0.998659270822028,129.0350273687332,127.64240881939313,1.0109103123501106,7.43826268353507,0.46594755449234915
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,nn,Pa,0.0,400.0,0.25,1601,3.990429676379715,0.0015923529002131915,0.9992161628757107,855.8008265423643,855.2806799710092,1.0006081589161733,33.64706141721376,2.485451240918054
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,nu,Pa,0.0,400.0,0.25,1601,5.286069306181432,0.002794252870975344,0.9986073700257869,354.66118540969234,352.46123052400594,1.0062416932563496,20.43223269460514,1.293235212724568
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,uu,Pa,0.0,400.0,0.25,1601,5.46742307132719,0.0029892715040880837,0.9985109206535344,281.1831174728288,281.9220882855853,0.9973788119361265,15.238005184050124,1.1185014980238799
lowpass_0p4Hz,stress,qseis2025,qssp2020,300.0,all_components,Pa,0.0,400.0,0.25,1601,4.238243461886703,0.0017962707642225385,0.9991105190182257,855.8008265423643,855.2806799710092,1.0006081589161733,33.64706141721376,1.3436666212820723
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,ee,Pa,0.0,400.0,0.25,1601,8.224302962406805,0.006763915921745334,0.9966313674344339,194.46068295008595,192.09308010378035,1.0123252896201491,16.65495554515408,1.3456987772266733
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,en,Pa,0.0,400.0,0.25,1601,7.987639340229098,0.006380238222957553,0.9968480555413177,112.10686187731085,111.22634937429258,1.0079164020753322,9.381861464586507,0.8532139775633959
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,eu,Pa,0.0,400.0,0.25,1601,9.874643476578173,0.009750858378952789,0.9951510159218395,77.87631621095693,77.48382558624017,1.0050654523282399,8.864220960473649,0.5796608244128421
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,nn,Pa,0.0,400.0,0.25,1601,7.800013220327028,0.0060840206237276415,0.9969866711962729,466.2511082649242,459.06913603635405,1.0156446418737273,39.219298288620806,3.17415423392457
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,nu,Pa,0.0,400.0,0.25,1601,9.890788247736191,0.009782769216155635,0.9951323800864587,212.06401957255758,211.20643317870145,1.004060417956732,24.39703102567476,1.5935345318538108
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,uu,Pa,0.0,400.0,0.25,1601,8.861251502115767,0.007852177818374894,0.9962005065480861,182.48806271840363,178.79910137314317,1.0206318785549253,16.159803196813673,1.2756304455212875
lowpass_0p4Hz,stress,qseis2025,qssp2020,600.0,all_components,Pa,0.0,400.0,0.25,1601,8.210492905460239,0.006741219375061291,0.9966617109913636,466.2511082649242,459.06913603635405,1.0156446418737273,39.219298288620806,1.689019755182995
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,ee,Pa,0.0,400.0,0.25,1601,12.292171706639888,0.015109748526551815,0.9924846748719304,121.23438004744715,121.98625042821376,0.9938364333838666,18.23609855439842,1.5294762204910175
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,en,Pa,0.0,400.0,0.25,1601,11.796812319439493,0.013916478090007938,0.993124129898238,73.13164347932097,71.97620675702751,1.0160530371681562,10.582296743863466,0.9860427754900117
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,eu,Pa,0.0,400.0,0.25,1601,14.933729558617381,0.02230162785299225,0.988895002755022,54.85440307917782,54.60958598403935,1.0044830425048457,9.338883066781563,0.6255220803608792
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,nn,Pa,0.0,400.0,0.25,1601,11.886035699036112,0.01412778446387609,0.9929815423161066,289.9111008014066,290.35608979245484,0.99846743703097,43.464139199192054,3.5883654328871657
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,nu,Pa,0.0,400.0,0.25,1601,14.796446077083788,0.021893481651204822,0.9890957016910947,150.5192029857768,149.912222638968,1.0040489049933612,25.65802187566436,1.7103313582231772
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,uu,Pa,0.0,400.0,0.25,1601,14.964093658582833,0.0223924099022839,0.9891102521541869,114.37426225300823,113.8247935270583,1.004827320207871,17.359832858787875,1.4201268514159224
lowpass_0p4Hz,stress,qseis2025,qssp2020,900.0,all_components,Pa,0.0,400.0,0.25,1601,12.50013232532352,0.0156253308150598,0.9922447948078587,289.9111008014066,290.35608979245484,0.99846743703097,43.464139199192054,1.8939031938537263
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,ee,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,347.06226047848173,347.06226047848173,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,en,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,214.79655579588982,214.79655579588982,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,eu,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,127.64240881939313,127.64240881939313,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,nn,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,855.2806799710092,855.2806799710092,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,nu,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,352.46123052400594,352.46123052400594,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,uu,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,281.9220882855853,281.9220882855853,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,300.0,all_components,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,855.2806799710092,855.2806799710092,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,ee,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,192.09308010378035,192.09308010378035,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,en,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,111.22634937429258,111.22634937429258,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,eu,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,77.48382558624017,77.48382558624017,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,nn,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,459.06913603635405,459.06913603635405,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,nu,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999999,211.20643317870145,211.20643317870145,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,uu,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,178.79910137314317,178.79910137314317,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,600.0,all_components,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,459.06913603635405,459.06913603635405,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,ee,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,121.98625042821376,121.98625042821376,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,en,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,71.97620675702751,71.97620675702751,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,eu,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,54.60958598403935,54.60958598403935,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,nn,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,290.35608979245484,290.35608979245484,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,nu,Pa,0.0,400.0,0.25,1601,0.0,0.0,1.0,149.912222638968,149.912222638968,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,uu,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999998,113.8247935270583,113.8247935270583,1.0,0.0,0.0
lowpass_0p4Hz,stress,qssp2020,qssp2020,900.0,all_components,Pa,0.0,400.0,0.25,1601,0.0,0.0,0.9999999999999998,290.35608979245484,290.35608979245484,1.0,0.0,0.0
