processing,view,quantity,backend,reference,distance_km,component,unit,time_start_s,time_end_s,dt_s,samples_per_component,relative_l2_percent,paper_energy_misfit,correlation_pearson_no_shift,peak_abs,reference_peak_abs,peak_ratio,max_abs_difference,rms_difference
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,600.0,Up,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,4.3460431579850796e-05,4.3460431579850796e-05,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,600.0,all_components,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,4.3460431579850796e-05,4.3460431579850796e-05,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,900.0,East,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,4.530988454704218e-06,4.530988454704218e-06,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,900.0,North,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,9.357794309332078e-06,9.357794309332078e-06,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,900.0,Up,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,2.782685163058373e-05,2.782685163058373e-05,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_point,qseis2025_point,900.0,all_components,m,0.0,400.0,0.25,1601,0.0,0.0,1.0,2.782685163058373e-05,2.782685163058373e-05,1.0,0.0,0.0
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,300.0,East,m,0.0,400.0,0.25,1601,16.25901136431456,0.026435545054491003,0.9954165141089949,1.6522871496086565e-05,1.9541087713713064e-05,0.8455451271779283,3.3252785497228716e-06,2.550510791281905e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,300.0,North,m,0.0,400.0,0.25,1601,16.601682370412934,0.027561585752807965,0.9955587303845699,2.5775329932117115e-05,3.097105198332102e-05,0.8322394068499197,6.082640695855955e-06,4.6662121377769413e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,300.0,Up,m,0.0,400.0,0.25,1601,23.947457271203813,0.05734807097561325,0.9806052190958505,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,1.6409683392607026e-06
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,300.0,all_components,m,0.0,400.0,0.25,1601,22.78494149136651,0.05191535587649952,0.9833091417487759,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,9.959189224978528e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,600.0,East,m,0.0,400.0,0.25,1601,18.194575140766272,0.033104256455299005,0.9909772674160783,5.269397466872726e-06,5.027928430598518e-06,1.04802555159789,1.381782959097611e-06,1.5121122843915077e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,600.0,North,m,0.0,400.0,0.25,1601,16.52386029995057,0.027303795921228256,0.9963032835045942,1.0902945822837829e-05,1.2999213906428862e-05,0.838738857697056,3.1851063055623915e-06,3.029415521757747e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,600.0,Up,m,0.0,400.0,0.25,1601,22.58522418363738,0.051009235142515874,0.9855786703803807,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,1.0260693415894287e-06
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,600.0,all_components,m,0.0,400.0,0.25,1601,21.744294157742676,0.04728143284184424,0.9871737692058216,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,6.238206775964036e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,900.0,East,m,0.0,400.0,0.25,1601,17.31302466907716,0.029974082319207427,0.9940959289492985,4.033648027726849e-06,4.530988454704218e-06,0.8902357770386692,8.834203328703716e-07,1.1107522356764213e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,900.0,North,m,0.0,400.0,0.25,1601,16.088201814484254,0.025883023762357446,0.9970465566080474,8.412786488774184e-06,9.357794309332078e-06,0.8990138285455278,2.186648425926435e-06,2.26801743676695e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,900.0,Up,m,0.0,400.0,0.25,1601,21.801322787151985,0.04752976752695924,0.9875415898420253,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,7.360907178272939e-07
lowpass_0p4Hz,full,disp,qseis06_stock,qseis06_point,900.0,all_components,m,0.0,400.0,0.25,1601,20.94956308682261,0.04388841935287606,0.989096188321514,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,4.4929807518576193e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,300.0,East,m,0.0,400.0,0.25,1601,16.25901136431456,0.026435545054491003,0.9954165141089949,1.6522871496086565e-05,1.9541087713713064e-05,0.8455451271779283,3.3252785497228716e-06,2.550510791281905e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,300.0,North,m,0.0,400.0,0.25,1601,16.601682370412934,0.027561585752807965,0.9955587303845699,2.5775329932117115e-05,3.097105198332102e-05,0.8322394068499197,6.082640695855955e-06,4.6662121377769413e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,300.0,Up,m,0.0,400.0,0.25,1601,23.947457271203813,0.05734807097561325,0.9806052190958505,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,1.6409683392607026e-06
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,300.0,all_components,m,0.0,400.0,0.25,1601,22.78494149136651,0.05191535587649952,0.9833091417487759,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,9.959189224978528e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,600.0,East,m,0.0,400.0,0.25,1601,18.194575140766272,0.033104256455299005,0.9909772674160783,5.269397466872726e-06,5.027928430598518e-06,1.04802555159789,1.381782959097611e-06,1.5121122843915077e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,600.0,North,m,0.0,400.0,0.25,1601,16.52386029995057,0.027303795921228256,0.9963032835045942,1.0902945822837829e-05,1.2999213906428862e-05,0.838738857697056,3.1851063055623915e-06,3.029415521757747e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,600.0,Up,m,0.0,400.0,0.25,1601,22.58522418363738,0.051009235142515874,0.9855786703803807,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,1.0260693415894287e-06
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,600.0,all_components,m,0.0,400.0,0.25,1601,21.744294157742676,0.04728143284184424,0.9871737692058216,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,6.238206775964036e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,900.0,East,m,0.0,400.0,0.25,1601,17.31302466907716,0.029974082319207427,0.9940959289492985,4.033648027726849e-06,4.530988454704218e-06,0.8902357770386692,8.834203328703716e-07,1.1107522356764213e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,900.0,North,m,0.0,400.0,0.25,1601,16.088201814484254,0.025883023762357446,0.9970465566080474,8.412786488774184e-06,9.357794309332078e-06,0.8990138285455278,2.186648425926435e-06,2.26801743676695e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,900.0,Up,m,0.0,400.0,0.25,1601,21.801322787151985,0.04752976752695924,0.9875415898420253,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,7.360907178272939e-07
lowpass_0p4Hz,full,disp,qseis2025_gaussian,qseis2025_point,900.0,all_components,m,0.0,400.0,0.25,1601,20.94956308682261,0.04388841935287606,0.989096188321514,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,4.4929807518576193e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,300.0,East,m,75.0,115.0,0.25,161,0.0,0.0,1.0,1.6522871496086565e-05,1.6522871496086565e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,300.0,North,m,75.0,115.0,0.25,161,0.0,0.0,1.0,2.5775329932117115e-05,2.5775329932117115e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,300.0,Up,m,75.0,115.0,0.25,161,0.0,0.0,1.0,5.546374756887784e-05,5.546374756887784e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,300.0,all_components,m,75.0,115.0,0.25,161,0.0,0.0,1.0,5.546374756887784e-05,5.546374756887784e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,600.0,East,m,155.0,220.0,0.25,261,0.0,0.0,1.0,5.269397466872726e-06,5.269397466872726e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,600.0,North,m,155.0,220.0,0.25,261,0.0,0.0,0.9999999999999998,1.0902945822837829e-05,1.0902945822837829e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,600.0,Up,m,155.0,220.0,0.25,261,0.0,0.0,1.0,3.0496666943211037e-05,3.0496666943211037e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,600.0,all_components,m,155.0,220.0,0.25,261,0.0,0.0,1.0,3.0496666943211037e-05,3.0496666943211037e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,900.0,East,m,240.0,310.0,0.25,281,0.0,0.0,1.0,4.033648027726849e-06,4.033648027726849e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,900.0,North,m,240.0,310.0,0.25,281,0.0,0.0,1.0,8.412786488774184e-06,8.412786488774184e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,900.0,Up,m,240.0,310.0,0.25,281,0.0,0.0,1.0,2.284284261647252e-05,2.284284261647252e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis2025_gaussian,900.0,all_components,m,240.0,310.0,0.25,281,0.0,0.0,1.0,2.284284261647252e-05,2.284284261647252e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,300.0,East,m,75.0,115.0,0.25,161,0.0,0.0,0.9999999999999998,1.9541087713713064e-05,1.9541087713713064e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,300.0,North,m,75.0,115.0,0.25,161,0.0,0.0,1.0,3.097105198332102e-05,3.097105198332102e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,300.0,Up,m,75.0,115.0,0.25,161,0.0,0.0,1.0,7.985854227207014e-05,7.985854227207014e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,300.0,all_components,m,75.0,115.0,0.25,161,0.0,0.0,0.9999999999999999,7.985854227207014e-05,7.985854227207014e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,600.0,East,m,155.0,220.0,0.25,261,0.0,0.0,0.9999999999999998,5.027928430598518e-06,5.027928430598518e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,600.0,North,m,155.0,220.0,0.25,261,0.0,0.0,1.0,1.2999213906428862e-05,1.2999213906428862e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,600.0,Up,m,155.0,220.0,0.25,261,0.0,0.0,1.0,4.3460431579850796e-05,4.3460431579850796e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,600.0,all_components,m,155.0,220.0,0.25,261,0.0,0.0,1.0,4.3460431579850796e-05,4.3460431579850796e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,900.0,East,m,240.0,310.0,0.25,281,0.0,0.0,1.0,4.530988454704218e-06,4.530988454704218e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,900.0,North,m,240.0,310.0,0.25,281,0.0,0.0,1.0,9.357794309332078e-06,9.357794309332078e-06,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,900.0,Up,m,240.0,310.0,0.25,281,0.0,0.0,1.0,2.782685163058373e-05,2.782685163058373e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_point,qseis2025_point,900.0,all_components,m,240.0,310.0,0.25,281,0.0,0.0,1.0,2.782685163058373e-05,2.782685163058373e-05,1.0,0.0,0.0
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,300.0,East,m,75.0,115.0,0.25,161,16.350151311647522,0.026732744791376918,0.9954225989281723,1.6522871496086565e-05,1.9541087713713064e-05,0.8455451271779283,3.3252785497228716e-06,8.038095729364187e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,300.0,North,m,75.0,115.0,0.25,161,16.815118503710107,0.028274821029381395,0.9955990242524793,2.5775329932117115e-05,3.097105198332102e-05,0.8322394068499197,6.082640695855955e-06,1.4697771636902278e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,300.0,Up,m,75.0,115.0,0.25,161,23.96498680993502,0.057432059280035946,0.9805845360371231,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,5.173952091068366e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,300.0,all_components,m,75.0,115.0,0.25,161,22.8454955512242,0.05219166669810048,0.9832581768932371,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,3.1398585414590597e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,600.0,East,m,155.0,220.0,0.25,261,18.258060582785244,0.03333567762446563,0.9909221728208365,5.269397466872726e-06,5.027928430598518e-06,1.04802555159789,1.381782959097611e-06,3.7419678347562957e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,600.0,North,m,155.0,220.0,0.25,261,16.565792460227428,0.027442547983532788,0.9963105528850109,1.0902945822837829e-05,1.2999213906428862e-05,0.838738857697056,3.1851063055623915e-06,7.496361744062233e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,600.0,Up,m,155.0,220.0,0.25,261,22.601249012175852,0.05108164569103799,0.9855573716687996,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,2.5407518367449863e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,600.0,all_components,m,155.0,220.0,0.25,261,21.76775811111062,0.04738352931838221,0.9871517619154156,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,1.5446032416842982e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,900.0,East,m,240.0,310.0,0.25,281,17.56685422751868,0.030859436745089078,0.993831828202186,4.033648027726849e-06,4.530988454704218e-06,0.8902357770386692,8.834203328703716e-07,2.622500727793966e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,900.0,North,m,240.0,310.0,0.25,281,16.270949721639802,0.026474380484413036,0.9968930336223423,8.412786488774184e-06,9.357794309332078e-06,0.8990138285455278,2.186648425926435e-06,5.320234821049206e-07
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,900.0,Up,m,240.0,310.0,0.25,281,22.259275441189434,0.04954753431667391,0.9867815071860581,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,1.7397525351905137e-06
lowpass_0p4Hz,zoom,disp,qseis06_stock,qseis06_point,900.0,all_components,m,240.0,310.0,0.25,281,21.366218078322223,0.04565152749704234,0.988453004013583,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,1.0612198907995244e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,300.0,East,m,75.0,115.0,0.25,161,16.350151311647522,0.026732744791376918,0.9954225989281723,1.6522871496086565e-05,1.9541087713713064e-05,0.8455451271779283,3.3252785497228716e-06,8.038095729364187e-07
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,300.0,North,m,75.0,115.0,0.25,161,16.815118503710107,0.028274821029381395,0.9955990242524793,2.5775329932117115e-05,3.097105198332102e-05,0.8322394068499197,6.082640695855955e-06,1.4697771636902278e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,300.0,Up,m,75.0,115.0,0.25,161,23.96498680993502,0.057432059280035946,0.9805845360371231,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,5.173952091068366e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,300.0,all_components,m,75.0,115.0,0.25,161,22.8454955512242,0.05219166669810048,0.9832581768932371,5.546374756887784e-05,7.985854227207014e-05,0.6945249185731234,2.4394794703192295e-05,3.1398585414590597e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,600.0,East,m,155.0,220.0,0.25,261,18.258060582785244,0.03333567762446563,0.9909221728208365,5.269397466872726e-06,5.027928430598518e-06,1.04802555159789,1.381782959097611e-06,3.7419678347562957e-07
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,600.0,North,m,155.0,220.0,0.25,261,16.565792460227428,0.027442547983532788,0.9963105528850109,1.0902945822837829e-05,1.2999213906428862e-05,0.838738857697056,3.1851063055623915e-06,7.496361744062233e-07
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,600.0,Up,m,155.0,220.0,0.25,261,22.601249012175852,0.05108164569103799,0.9855573716687996,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,2.5407518367449863e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,600.0,all_components,m,155.0,220.0,0.25,261,21.76775811111062,0.04738352931838221,0.9871517619154156,3.0496666943211037e-05,4.3460431579850796e-05,0.7017110929324033,1.3702841548823932e-05,1.5446032416842982e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,900.0,East,m,240.0,310.0,0.25,281,17.56685422751868,0.030859436745089078,0.993831828202186,4.033648027726849e-06,4.530988454704218e-06,0.8902357770386692,8.834203328703716e-07,2.622500727793966e-07
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,900.0,North,m,240.0,310.0,0.25,281,16.270949721639802,0.026474380484413036,0.9968930336223423,8.412786488774184e-06,9.357794309332078e-06,0.8990138285455278,2.186648425926435e-06,5.320234821049206e-07
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,900.0,Up,m,240.0,310.0,0.25,281,22.259275441189434,0.04954753431667391,0.9867815071860581,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,1.7397525351905137e-06
lowpass_0p4Hz,zoom,disp,qseis2025_gaussian,qseis2025_point,900.0,all_components,m,240.0,310.0,0.25,281,21.366218078322223,0.04565152749704234,0.988453004013583,2.284284261647252e-05,2.782685163058373e-05,0.8208920980254403,8.739957804306623e-06,1.0612198907995244e-06
